"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-11-16","25.0","30.4","19.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-11-17","23.0","27.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-11-18","25.1","30.3","21.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-11-19","25.4","31.8",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-11-20","25.8","32.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-11-21","25.1","31.5",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-11-22","24.8","31.5",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-11-23","25.1","31.9",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-11-24","24.7","30.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-11-25","25.0","31.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-11-26","25.0","31.5",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-11-27","23.9","31.5",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-11-28","25.1","30.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-11-29","25.2","30.8",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-11-30","24.9","30.8","17.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-12-01","24.2","30.2","17.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-12-02","24.7","30.2","19.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-12-03","25.1","29.9","20.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-12-04","24.2","29.9","17.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-12-05","24.1","29.2","17.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-12-06","23.5","29.2","18.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-12-07","20.8","27.1","18.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-12-08","21.6",,"18.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-12-09","24.4","29.0","19.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-12-10","23.9","29.0","19.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-12-11","24.6","29.0","19.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-12-12","23.6","29.4","17.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-12-13","24.1","30.4","15.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-12-14","23.2","30.4","15.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-12-15","22.3","28.9","16.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-12-16","22.1","28.8","12.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-12-17","20.8","29.0","11.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-12-18","21.3","29.0","10.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-12-19","19.6","28.3","9.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-12-20","20.7","29.0","9.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-12-21","18.2","29.5","8.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-12-22","19.2","31.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-12-23","20.7","31.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-12-24","19.7","30.2",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-12-25","20.2","30.2",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-12-26","21.2","30.2",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-12-27","19.8","29.2",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-12-28","20.6","27.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-12-29","20.7","27.3","15.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-12-30","22.2","29.0","16.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2010-12-31","23.1","29.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-01-01","21.4","29.6","18.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-01-02","21.9","28.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-01-03","21.8","28.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-01-04","21.3","28.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-01-05","20.6","29.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-01-06","18.1","29.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-01-07","18.7","29.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-01-08","19.4","30.9",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-01-09","20.3","30.9","10.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-01-10","18.9","30.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-01-11","19.7","29.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-01-12","19.6","31.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-01-13","20.7","31.5",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-01-14","22.2","31.8",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-01-15","22.8","31.8",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-01-16","21.4","32.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-01-17","21.8","32.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-01-18","23.4","32.2",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-01-19","23.6","34.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-01-20","23.5","33.7",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-01-21","22.8","33.7",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-01-22","21.9","32.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-01-23","21.8","31.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-01-24","22.4",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-01-25","22.9","30.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-01-26","22.5","31.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-01-27","23.9","31.8",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-01-28","24.3","32.2",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-01-29","24.9","33.3",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-01-30","24.3","33.3",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-01-31","23.6","31.7",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-02-01","24.1","31.7",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-02-02","23.1","31.7",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-02-03","23.4","31.2","14.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-02-04","22.8","32.2",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-02-05","22.7","32.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-02-06","22.8","32.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-02-07","26.1","33.0","15.1"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-02-08","24.7","33.9",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-02-09","24.7","33.9",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-02-10","25.2","33.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-02-11","24.9","33.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-02-12","25.8","33.0","16.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-02-13","25.4","33.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-02-14","25.2","33.5",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-02-15","24.8","33.5",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-02-16","24.5","31.9",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-02-17","25.1","33.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-02-18","26.6","34.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-02-19","27.0","34.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-02-20","26.2","34.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-02-21","24.3","33.5","20.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-02-22","24.2","31.0","18.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-02-23","24.9","31.1","20.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-02-24","25.4",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-02-25","25.4","32.7","20.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-02-26","22.7","27.7","19.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-02-27","24.3","30.6","19.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-02-28","25.3","31.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-03-01","25.8","31.9",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-03-02","26.1","33.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-03-03","27.2","33.5",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-03-04","27.8","35.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-03-05","27.7","35.9",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-03-06","28.6","36.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-03-07","28.8","38.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-03-08","29.9","38.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-03-09","31.0","38.4","22.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-03-10","29.7","38.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-03-11","28.7","37.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-03-12","27.7","36.5","20.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-03-13","27.9","35.2",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-03-14","28.1","36.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-03-15","28.3","36.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-03-16","28.0","36.2",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-03-17","28.0","36.2",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-03-18","28.8","37.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-03-19","29.8","38.8",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-03-20","29.8","38.8",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-03-21","29.9","38.0","20.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-03-22","30.0","37.5",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-03-23","30.3","38.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-03-24","29.2","38.4","21.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-03-25","28.6","36.9","23.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-03-26","24.7","34.7",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-03-27","29.0","36.9",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-03-28","29.9",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-03-29","29.0","38.8",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-03-30","30.1","38.9",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-03-31","29.9","38.9",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-04-01","29.1","38.8",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-04-02","31.3","38.9","20.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-04-03","31.6","38.9","23.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-04-04","31.7","38.8","23.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-04-05","31.4","38.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-04-06","28.9","38.3","23.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-04-07","29.6","36.0","22.1"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-04-08","28.6","36.0","22.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-04-09","28.7","35.7","23.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-04-10","29.6","35.5","23.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-04-11","29.8","37.3",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-04-12","30.9","38.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-04-13","31.9","38.9",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-04-14","30.3","38.9","21.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-04-15","28.4","38.6","24.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-04-16","30.6","38.6","23.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-04-17","31.2","38.0","24.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-04-18","31.6","38.9",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-04-19","31.9","39.3",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-04-20","28.9","39.3","22.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-04-21","29.9","36.8","24.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-04-22","26.6","36.8","22.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-04-23","28.8","35.0","21.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-04-24","29.9","36.5","22.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-04-25","30.9","37.0","24.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-04-26","31.1","38.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-04-27","31.4","38.5","23.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-04-28","31.8","40.4","23.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-04-29","32.8","40.4","25.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-04-30","31.9","39.8","25.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-05-01","31.1","38.5","25.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-05-02","33.6","40.0","25.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-05-03","33.3","41.2","26.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-05-04","33.0","41.2","24.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-05-05","32.4","40.4","25.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-05-06","33.1","40.9","25.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-05-07","33.1","40.9","26.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-05-08","33.6","40.9","25.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-05-09","33.1","41.5","27.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-05-10","29.7","41.5",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-05-11","32.8","40.5",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-05-12","34.1","41.9","24.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-05-13","33.9","41.9",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-05-14","33.9","42.1","27.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-05-15","33.8","42.1","27.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-05-16","33.5","41.8","26.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-05-17","33.0","41.1","26.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-05-18","32.8","40.3","26.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-05-19","34.9","42.1","27.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-05-20","33.7","42.1","26.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-05-21","33.6","40.5","26.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-05-22","32.7","40.5","26.5"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-05-23","32.4","39.9","27.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-05-24","32.4","41.8","26.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-05-25","32.7","41.8","26.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-05-26","30.7","40.0","25.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-05-27","32.6","40.0","26.1"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-05-28","30.2","40.0","23.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-05-29","33.4","40.6","26.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-05-30","33.6","41.1","26.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-05-31","32.1","41.1","26.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-06-01","30.7","39.6","26.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-06-02","31.1","39.6","23.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-06-03","27.7","38.6","24.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-06-04","29.2","36.0","24.1"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-06-05","30.4","36.9","23.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-06-06","30.6","36.9","24.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-06-07","28.8","38.0","24.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-06-08","27.9","34.4","22.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-06-09","28.2",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-06-10","26.1",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-06-11","28.6",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-06-12","30.6",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-06-13","30.3",,
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-06-14","30.3","37.0","23.9"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-06-15","27.7","37.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-06-16","27.4","37.0","22.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-06-17","26.6","34.7","21.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-06-18","29.0","34.6","22.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-06-19","29.9","36.3","23.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-06-20","27.9","36.4","23.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-06-21","28.9","36.4","23.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-06-22","29.4","36.4","23.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-06-23","30.3","36.5","23.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-06-24","30.8","36.7","24.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-06-25","28.6","36.7","23.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-06-26","27.4","35.9","23.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-06-27","27.4","33.7","22.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-06-28","27.7","33.6","22.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-06-29","28.9","35.5","22.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-06-30","30.1","36.1","23.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-07-01","28.1","36.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-07-02","27.3","36.0","24.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-07-03","25.8","34.8","22.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-07-04","26.3","34.8","20.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-07-05","26.3",,"21.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-07-06","24.0","27.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-07-07","25.9","31.1","21.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-07-08","27.0","32.8","21.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-07-09","28.3","34.4","21.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-07-10","29.2",,"22.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-07-11","28.4","35.7","22.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-07-12","25.9","34.8","22.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-07-13","22.9","30.8","20.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-07-14","23.6","27.4","20.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-07-15","25.7","31.3","20.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-07-16","26.7","32.5","21.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-07-17","26.6","32.5","22.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-07-18","27.9","33.8","22.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-07-19","27.6","33.8","23.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-07-20","26.4","33.2","22.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-07-21","26.7","32.2","22.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-07-22","25.6","31.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-07-23","25.6","33.2","20.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-07-24","26.3","33.2","21.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-07-25","24.8","32.1","21.3"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-07-26","24.6","30.8","20.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-07-27","26.8","32.2","22.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-07-28","26.8","32.9","22.4"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-07-29","26.1","32.9","22.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-07-30","26.3","34.0","21.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-07-31","25.4","34.0","21.6"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-08-01","25.5","30.6","21.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-08-02","26.3","33.1","21.1"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-08-03","24.8","33.1","21.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-08-04","25.7","31.0","22.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-08-05","27.5","33.1","21.2"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-08-06","26.4","33.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-08-07","26.1","31.5",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-08-08","26.3","33.2",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-08-09","26.7","33.2",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-08-10","27.1","33.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-08-11","27.9","33.7",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-08-12","27.3","33.7",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-08-13","24.8","32.5",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-08-14","26.8","32.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-08-15","27.3","33.5",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-08-16","27.1","33.5","23.8"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-08-17","26.8","32.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-08-18","25.1","31.8",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-08-19","24.6","32.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-08-20","24.1","32.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-08-21","23.9","31.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-08-22","24.8","30.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-08-23","26.1","32.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-08-24","25.7","32.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-08-25","24.2","32.2",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-08-26","21.6","28.3",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-08-27","22.5","26.2","20.7"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-08-28","23.6","27.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-08-29","25.3","30.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-08-30","24.7","30.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-08-31","24.2","29.2",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-09-01","25.2","30.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-09-02","25.5","30.6","23.0"
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-09-03","25.6","30.1",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-09-04","25.3","31.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-09-05","26.2","31.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-09-06","25.7","31.4",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-09-07","25.3","31.5",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-09-08","26.6","32.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-09-09","26.2","32.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-09-10","26.7","33.3",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-09-11","26.8","33.3",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-09-12","27.3","33.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-09-13","25.8","33.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-09-14","25.5","32.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-09-15","26.3","33.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-09-16","25.3","33.0",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-09-17","25.9","32.2",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-09-18","26.6","32.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-09-19","26.6","32.6",
"IN001080500","BEGUMPET OBSERVATORY, IN","2011-09-20","26.3","32.0",
